item_id,category,repo,file,composable,evidence,snippet,verdict,notes
pilot-0187,missing_state_description,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/identities/IdentitiesScreen.kt,GenerateSecurityKey,Switch without stateDescription,"
@Composable
private fun GenerateSecurityKey(vault: Vault, onDone: () -> Unit, onCancel: () -> Unit) {
    val activity = LocalContext.current as? FragmentActivity
    var name by rememberSaveable { mutableStateOf("""") }
    var useP256 by rememberSaveable { mutableStateOf(false) }
    var busy by remember { mutableStateOf(false) }
    var error by remember { mutableStateOf<String?>(null) }
    val scope = rememberCoroutineScope()
    var pin by rememberSaveable { mutableStateOf("""") }
    var needsPin by remember { mutableStateOf(false) }

    Column(
        Modifier.fillMaxSize().padding(24.dp),
        verticalArrangement = Arrangement.spacedBy(16.dp),
    ) {",,
pilot-0206,pointerinput_no_semantics,braniik__slate,braniik__slate/app/src/main/java/com/braniik/slate/ui/drawer/list/HomeList.kt,VerticalListItem,detectTapGestures without semantics/Role,"
@Composable
private fun VerticalListItem(
    homeApp: HomeScreenApp,
    info: AppInfo,
    mode: HomeMode,
    dragOffsetPx: Float,
    onTap: (HomeScreenApp) -> Unit,
    onLongPress: (HomeScreenApp) -> Unit,
    onDragStart: () -> Unit,
    onDrag: (Float) -> Unit,
    onDragEnd: () -> Unit,
    modifier: Modifier = Modifier
) {
    val canDrag = mode == HomeMode.EDITING
    val currentOnDragStart by rememberUpdatedState(onDragStart)",,
pilot-0275,textfield_no_label,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/MultiSongSelectionBar.kt,MultiSongSelectionBar,OutlinedTextField with placeholder but no label,"@Suppress(""ktlint:standard:function-naming"")
@Composable
fun MultiSongSelectionBar(
    selectedSongIds: Set<Long>,
    songs: List<Song>,
    playlists: List<Playlist>,
    onClearSelection: () -> Unit,
    onCreatePlaylist: (String) -> Unit,
    onAddSongToPlaylist: (playlistName: String, songId: Long) -> Unit,
    onAddToQueueNextAll: (List<Song>) -> Unit,
    onAddToQueueEndAll: (List<Song>) -> Unit,
    modifier: Modifier = Modifier,
) {
    if (selectedSongIds.isEmpty()) return

    val context = LocalContext.current",,
pilot-0156,missing_merge_descendants,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/EditChoiceSheet.kt,EditChoiceBottomSheet,"clickable Column with 2 Text children, no mergeDescendants","@Composable
@OptIn(ExperimentalMaterial3Api::class)
fun EditChoiceBottomSheet(
    onDismiss: () -> Unit,
    onChooseBuiltIn: (rememberChoice: Boolean) -> Unit,
    onChooseExternal: (rememberChoice: Boolean) -> Unit,
) {
    val sheetState = rememberModalBottomSheetState(skipPartiallyExpanded = true)
    var rememberChoice by remember { mutableStateOf(false) }

    ModalBottomSheet(
        onDismissRequest = onDismiss,
        sheetState = sheetState,
        containerColor = MaterialTheme.colorScheme.surfaceContainerLow,
        shape = RoundedCornerShape(topStart = 28.dp, topEnd = 28.dp),
    ) {",,
pilot-0241,text_truncation_scaling,chmouel__liseur,chmouel__liseur/app/src/main/kotlin/com/chmouel/liseur/ui/stats/ReadingStatsScreen.kt,BentoTile,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
private fun BentoTile(
    icon: ImageVector,
    value: String,
    label: String,
    modifier: Modifier = Modifier,
) {
    Surface(
        shape = RoundedCornerShape(16.dp),
        color = MaterialTheme.colorScheme.surfaceContainerLow,
        modifier = modifier,
    ) {
        Column(
            modifier = Modifier.padding(16.dp),
        ) {",,
pilot-0191,missing_state_description,norsehorse-dev__BurnPonyAndroid,norsehorse-dev__BurnPonyAndroid/app/src/main/kotlin/com/burnpony/app/ui/settings/SettingsScreen.kt,ProxyModeRow,RadioButton without stateDescription,"
@Composable
private fun ProxyModeRow(
    id: String,
    labelRes: Int,
    selected: String,
    onSelect: (String) -> Unit,
) {
    Row(
        modifier = Modifier
            .fillMaxWidth()
            .clickable(role = Role.RadioButton) { onSelect(id) }
            .padding(vertical = 2.dp),
        verticalAlignment = Alignment.CenterVertically,
    ) {
        RadioButton(",,
pilot-0130,missing_interaction_semantics,jordond__MaterialKolor,jordond__MaterialKolor/builder/shared/src/commonMain/kotlin/com/materialkolor/builder/ui/home/components/ContrastSelector.kt,ContrastButton,.clickable without onClickLabel,"
@Composable
private fun ContrastButton(
    contrast: Contrast,
    isSelected: Boolean,
    onClick: () -> Unit,
    modifier: Modifier = Modifier,
) {
    val containerColor by animateColorAsState(
        if (isSelected) MaterialTheme.colorScheme.tertiary
        else MaterialTheme.colorScheme.tertiaryContainer,
    )

    val contentColor by animateColorAsState(
        if (isSelected) MaterialTheme.colorScheme.onTertiary
        else MaterialTheme.colorScheme.onTertiaryContainer,",,
pilot-0109,missing_heading_semantics,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/onboarding/OnboardingScreen.kt,InstallingStep,headlineSmall text without heading(),"
@Composable
private fun InstallingStep(
    padding: PaddingValues,
    installStates: Map<String, InstallState>,
    allEngines: List<EngineDescriptor>,
    selectedIds: Set<String>,
    onRetry: (String) -> Unit,
    onContinue: () -> Unit,
) {
    val rowsToShow = allEngines.filter { it.name in selectedIds }
    val allDone = rowsToShow.all { e ->
        val s = installStates[e.name]
        s is InstallState.Installed || s is InstallState.Failed
    }
",,
pilot-0287,touch_target_size,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/wear/src/main/java/com/blazecode/tsviewer/wear/screens/ClientList.kt,ClientList,size(16.dp) on interactive element,"@Preview
@Composable
fun ClientList(viewModel: ClientListViewModel = viewModel()){
    val uiState = viewModel.uiState.collectAsState()
    val context = LocalContext.current

    val scrollState = rememberScalingLazyListState()
    val scope = rememberCoroutineScope()
    val focusRequester = remember { FocusRequester() }
    LaunchedEffect(Unit) {
        focusRequester.requestFocus()
    }

    ScalingLazyColumn (modifier = Modifier
        .onPreRotaryScrollEvent {
            scope.launch {",,
pilot-0190,missing_state_description,DigitaleGesellschaft__EventFahrplan,DigitaleGesellschaft__EventFahrplan/app/src/main/java/nerd/tuxmobil/fahrplan/congress/settings/widgets/SwitchPreference.kt,SwitchPreference,Switch without stateDescription,"
@Composable
internal fun SwitchPreference(
    title: String,
    checked: Boolean,
    onCheckedChange: (Boolean) -> Unit,
    modifier: Modifier = Modifier,
    subtitle: String? = null,
) {
    val interactionSource = remember { MutableInteractionSource() }

    Row(
        verticalAlignment = CenterVertically,
        modifier = modifier
            .fillMaxWidth()
            .minimumInteractiveComponentSize()",,
pilot-0133,missing_interaction_semantics,Pool-Of-Tears__Myne,Pool-Of-Tears__Myne/app/src/main/java/com/starry/myne/ui/screens/settings/composables/AboutScreen.kt,LinkButton,.clickable without onClickLabel,"
@Composable
private fun LinkButton(
    text: String,
    icon: ImageVector,
    onClick: () -> Unit,
) {
    Row(
        verticalAlignment = Alignment.CenterVertically,
        modifier = Modifier
            .clickable { onClick() }
            .padding(all = 4.dp),
    ) {
        Icon(
            imageVector = icon,
            contentDescription = null,",,
pilot-0067,error_state_no_semantics,xavier-tobin__BundledUI-Android,xavier-tobin__BundledUI-Android/src/main/java/com/xaviertobin/bundledui/section/widgets/SectionTextInput.kt,SectionPasswordInput,isError set without semantics { error(...) },"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun SectionPasswordInput(
    password: TextFieldState,
    fontSize: TextUnit = 16.sp,
    label: String,
    placeholder: String? = label,
    first: Boolean = false,
    last: Boolean = false,
    required: Boolean = false,
    enabled: Boolean = true,
    errorMessage: String? = null,
) {

    var showPassword by remember { mutableStateOf(false) }
    var focused by remember { mutableStateOf(false) }",,
pilot-0036,color_contrast,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/HourlyScreen.kt,HourlyTable,3 hardcoded Color literals with Text,"
@Composable
private fun HourlyTable(
    headers: List<String>,
    rows: List<HourlyTableRow>,
) {
    Column(Modifier.fillMaxSize()) {
        Row(
            Modifier
                .fillMaxWidth()
                .background(HeaderBg)
                .height(HeaderHeight),
            verticalAlignment = Alignment.CenterVertically,
        ) {
            Box(
                Modifier",,
pilot-0208,pointerinput_no_semantics,OMGSoundboard__android-app,OMGSoundboard__android-app/app/src/main/java/audio/omgsoundboard/presentation/composables/CategoryItem.kt,CategoryItem,detectTapGestures without semantics/Role,"
@Composable
fun CategoryItem(
    item: Category,
    index: Int,
    onDropMenu: (Offset) -> Unit,
) {
    val interactionSource = remember { MutableInteractionSource() }
    val scope = rememberCoroutineScope()
    var layoutCoordinates: LayoutCoordinates? = null

    Surface(
        modifier = Modifier
            .fillMaxWidth()
            .height(60.dp)
            .padding(bottom = 6.dp)",,
pilot-0118,missing_heading_semantics,corphish__TextTools,corphish__TextTools/app/src/main/java/com/corphish/quicktools/activities/MainActivity.kt,AppHeader,headlineMedium text without heading(),"
@Composable
fun AppHeader() {
    Column(modifier = Modifier.padding(bottom = 16.dp)) {
        Text(
            text = stringResource(id = R.string.app_name),
            style = TypographyV2.headlineMedium,
            color = MaterialTheme.colorScheme.primary,
            fontFamily = BrandFontFamily,
            modifier = Modifier.padding(bottom = 8.dp)
        )

        Text(
            text = stringResource(id = R.string.app_desc), style = Typography.bodyMedium
        )
    }",,
pilot-0242,text_truncation_scaling,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/quick/QuickScreen.kt,QuickReceivedFilesCard,maxLines = 1 with Ellipsis (clips at large font scale),"
@Composable
private fun QuickReceivedFilesCard(receivedFiles: List<ReceivedFile>) {
    val context = androidx.compose.ui.platform.LocalContext.current

    Card(
        modifier = Modifier.fillMaxWidth(),
        colors = CardDefaults.cardColors(
            containerColor = MaterialTheme.colorScheme.surfaceContainerLow
        ),
        shape = MaterialTheme.shapes.extraLarge
    ) {
        Column(
            modifier = Modifier.padding(16.dp),
            verticalArrangement = Arrangement.spacedBy(8.dp)
        ) {",,
pilot-0227,progress_no_semantics,kursatkumsuz__movie,kursatkumsuz__movie/core/component/src/main/java/com/kursatkumsuz/component/LoadingPage.kt,LoadingPage,CircularProgressIndicator without progressSemantics,"
@Composable
fun LoadingPage() {
    Column(
        modifier = Modifier
            .fillMaxSize()
            .background(Color.Black),
        verticalArrangement = Arrangement.Center,
        horizontalAlignment = Alignment.CenterHorizontally
    ) {
        Text(
            text = ""Loading"",
            color = MaterialTheme.colorScheme.primary,
            maxLines = 1,
            overflow = TextOverflow.Ellipsis
        )",,
pilot-0288,touch_target_size,dantech0xff__compose-qr-code-scanner,dantech0xff__compose-qr-code-scanner/app/src/main/java/com/creative/qrcodescanner/ui/history/HistoryLayout.kt,HistoryScreenLayout,size(8.dp) on interactive element,"@OptIn(ExperimentalFoundationApi::class)
@Composable
fun HistoryScreenLayout(viewModel: HistoryViewModel = hiltViewModel(),
                        appNav: NavHostController) {

    val qrCodeHistoryUIState by viewModel.qrCodeHistoryUIState.collectAsStateWithLifecycle()

    BackHandler {
        appNav.popBackStack()
    }

    Scaffold(topBar = {
        TopNavBar(titleResId = R.string.qr_code_history) {
            appNav.popBackStack()
        }
    },",,
pilot-0025,color_contrast,iOrchid__android-jetpack-demo,iOrchid__android-jetpack-demo/compose/src/main/java/org/zhiwei/compose/screen/basic/material3/ButtonScreen.kt,Button_Screen,8 hardcoded Color literals with Text," */
@Composable
internal fun Button_Screen(modifier: Modifier = Modifier) {

    LazyColumn(modifier.fillMaxSize()) {

        item {
            Title_Text(title = ""Button"")
            //1、普通的常规属性
            Title_Desc_Text(desc = ""1、button 常用属性如圆角，禁用，图标，背景色阴影边框等"")
            Row(
                Modifier
                    .fillMaxWidth()
                    .padding(5.dp), horizontalArrangement = Arrangement.SpaceEvenly
            ) {
                Button(onClick = {/*点击事件是在这里处理*/ }) {",,
pilot-0058,decorative_mislabeled,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/history/components/HistorySection.kt,HistorySection,"decorative with description ""Non-Vegetarian""","
@Composable
fun HistorySection() {
    Column(
        modifier = Modifier
            .fillMaxSize()
            .padding(16.dp)
    ) {
        Card(
            elevation = 16.dp
        ) {
            Column(
                modifier = Modifier
                    .padding(12.dp)
            ) {
                Row(",,
pilot-0215,pointerinput_no_semantics,ArcaDone__AwesomeUI,ArcaDone__AwesomeUI/sharedUI/src/commonMain/kotlin/com/arcadone/awesomeui/components/chart/progreessionchart/ProgressionChartVariant.kt,LineChartItem,detectTapGestures without semantics/Role,"
@Composable
private fun LineChartItem(
    data: List<ChartDataPoint>,
    modifier: Modifier = Modifier,
    style: ProgressionChartStyle,
    animate: Boolean,
    animateToProgress: Float,
    interactive: Boolean,
    showTooltip: Boolean,
) {
    if (data.isEmpty()) return

    val targetProgress = animateToProgress.coerceIn(0f, 1f)

    // Animation progress (0.0 to targetProgress)",,
pilot-0243,text_truncation_scaling,nemoXdev__CryptoSafe,nemoXdev__CryptoSafe/app/src/main/java/com/cryptosafe/app/MainActivity.kt,CryptoSafeApp,maxLines = 1 with Ellipsis (clips at large font scale),"@OptIn(ExperimentalMaterial3Api::class)
@Composable
fun CryptoSafeApp(
    vm: MainViewModel,
    database: AppDatabase? = null,
    locked: Boolean = false
) {
    val context = LocalContext.current
    val scope = rememberCoroutineScope()
    var showLanguageMenu by remember { mutableStateOf(false) }

    
    LaunchedEffect(locked) {
        if (locked) {
            vm.onLocked()
        }",,
